id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,mths_since_last_major_derog,acc_now_delinq,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,is_good_customer
90331878,7000, 36 months,  8.99%,222.57,B,B1,Recruiting Programs and Operations,3 years,RENT,70000.0,Source Verified,n,debt_consolidation,Debt consolidation,940xx,CA,11.97,0,Sep-2007,2,24.0,,13,0,9889,19.5%,25,w,,0,57290,1,2,0,2,13.0,47401,46.0,3,6,3813,22.0,50800,1,0,3,8,4774,35911.0,21.6,0,0,108.0,49,3,3,0,3.0,,3.0,,0,4,4,9,9,14,11,11,4,13,0.0,0,0,3,95.8,0.0,0,0,102711,57290,45800,51911,yes
89423196,24000, 60 months, 10.99%,521.7,B,B4,Correctional Peace Officer,10+ years,MORTGAGE,175000.0,Source Verified,n,debt_consolidation,Debt consolidation,935xx,CA,10.16,1,Oct-1998,1,14.0,,12,0,11531,45%,30,w,,0,743744,1,4,1,3,8.0,38766,69.0,1,1,8304,61.0,25600,0,0,1,4,67613,13959.0,43.3,0,0,128.0,162,1,1,3,1.0,32.0,0.0,14.0,1,4,5,4,5,17,6,9,5,12,0.0,0,0,2,89.7,25.0,0,0,851562,50297,24600,56432,yes
90182214,11000, 60 months, 15.59%,265.11,C,C5,IT Project Leader,10+ years,MORTGAGE,120000.0,Verified,n,debt_consolidation,Debt consolidation,891xx,NV,15.72,0,Dec-2002,0,,71.0,14,2,14627,57.6%,26,w,,0,320223,0,1,1,3,7.0,31017,96.0,0,6,7366,79.0,25400,3,0,7,10,24633,2961.0,78.5,0,0,139.0,165,14,7,1,14.0,,5.0,,0,6,8,6,10,8,12,17,8,14,0.0,0,0,1,100.0,66.7,2,0,337642,45644,13800,32405,yes
90240339,7500, 36 months,  8.99%,238.47,B,B1,,n/a,RENT,47813.0,Verified,n,car,Car financing,917xx,CA,10.24,0,Nov-1998,0,,60.0,5,1,243,1.2%,9,w,,0,1960,0,1,0,0,27.0,1717,14.0,0,0,185,6.0,20300,0,0,0,0,392,20057.0,1.2,0,0,76.0,214,48,27,0,48.0,,13.0,,0,2,2,3,5,4,3,5,2,5,0.0,0,0,0,100.0,0.0,1,0,32381,1960,20300,12081,yes
90321872,13500, 36 months, 10.49%,438.72,B,B3,Automation Programmer ,2 years,OWN,95000.0,Source Verified,n,home_improvement,Home improvement,926xx,CA,12.48,1,Aug-2003,1,14.0,,11,0,7339,34.5%,21,w,,0,52010,3,1,2,3,2.0,44266,,1,1,6341,36.0,25700,1,4,1,4,4728,16561.0,37.6,0,0,77.0,103,1,1,0,1.0,,3.0,,0,2,2,7,10,6,9,13,2,11,0.0,0,0,3,100.0,0.0,0,0,71105,52010,23900,45000,yes
90241671,30000, 36 months, 13.49%,1017.92,C,C2,Marketing Manager,5 years,RENT,145000.0,Source Verified,n,debt_consolidation,Debt consolidation,100xx,NY,7.66,0,Jan-1993,0,,,8,0,29385,84.7%,18,w,,0,29385,0,0,0,0,,0,,0,0,10214,85.0,34700,0,0,0,0,4898,4714.0,84.6,0,0,,284,41,41,0,41.0,,,,0,4,6,4,9,0,8,18,6,8,0.0,0,0,0,100.0,75.0,0,0,34700,29385,30600,0,yes
90141339,6000, 36 months, 10.49%,194.99,B,B3,Acciunt Manager/Sitie Supervisor,9 years,MORTGAGE,80000.0,Not Verified,n,debt_consolidation,Debt consolidation,723xx,AR,5.0,0,Sep-1971,0,71.0,26.0,8,1,9795,74.2%,11,w,81.0,0,19772,0,1,1,1,10.0,260,13.0,0,0,3500,66.0,13200,0,0,0,1,2472,963.0,90.8,0,0,123.0,540,40,10,1,41.0,71.0,,71.0,0,4,5,4,6,2,6,8,5,8,0.0,0,0,1,63.6,100.0,0,1,68728,10055,10500,2000,yes
90087675,20000, 36 months,  9.49%,640.57,B,B2,Consultant ,2 years,OWN,70000.0,Not Verified,n,debt_consolidation,Debt consolidation,115xx,NY,15.05,0,Nov-2002,0,41.0,,16,0,4896,14.2%,32,w,41.0,0,52680,1,8,2,2,9.0,47784,105.0,1,4,4576,66.0,34500,1,0,2,6,3293,26604.0,15.5,0,0,166.0,112,2,2,0,2.0,,8.0,,6,3,3,7,11,18,8,14,3,16,0.0,0,0,3,80.6,0.0,0,0,80134,52680,31500,45634,yes
90073350,9000, 36 months, 24.49%,355.42,E,E3,,n/a,RENT,25000.0,Verified,n,debt_consolidation,Debt consolidation,751xx,TX,20.4,1,Apr-1997,0,22.0,,9,0,10735,32.1%,22,w,,0,16099,1,1,0,1,17.0,5364,72.0,3,5,8100,39.0,33400,0,5,0,6,1789,16165.0,39.9,0,0,162.0,233,6,6,0,6.0,22.0,,22.0,0,3,3,6,7,8,8,14,3,9,0.0,0,0,3,95.5,16.7,0,0,40900,16099,26900,7500,no
89987203,9000, 36 months, 15.59%,314.6,C,C5,Financial Crimes Specialist,10+ years,RENT,52500.0,Source Verified,n,debt_consolidation,Debt consolidation,301xx,GA,12.85,1,Jul-2001,0,12.0,32.0,9,3,7129,47.8%,31,w,,0,19222,2,1,1,3,6.0,12093,75.0,1,8,2644,62.0,14900,3,0,3,11,2136,3714.0,62.5,0,0,142.0,182,5,5,3,13.0,,0.0,12.0,0,4,5,4,10,6,8,22,5,9,0.0,0,0,2,96.3,50.0,3,0,30932,19222,9900,16032,yes
90068270,6000, 36 months, 14.49%,206.5,C,C4,Receptionist,4 years,RENT,28000.0,Source Verified,n,debt_consolidation,Debt consolidation,190xx,PA,29.19,0,Sep-2009,0,35.0,,5,0,5285,59.4%,18,f,35.0,0,12220,0,1,0,1,16.0,6935,56.0,0,0,3233,57.0,8900,0,0,0,1,2444,167.0,95.1,0,0,84.0,74,30,16,0,51.0,,16.0,,4,1,4,1,2,11,4,7,4,5,0.0,0,0,0,77.8,100.0,0,0,21384,12220,3400,12484,yes
90008350,16000, 36 months, 17.99%,578.36,D,D2,Technician,1 year,RENT,100000.0,Verified,n,debt_consolidation,Debt consolidation,532xx,WI,19.98,0,Apr-2009,2,,,16,0,11875,47.3%,25,f,,0,77398,3,10,1,1,2.0,65523,77.0,3,3,5250,70.0,25100,1,0,3,4,5160,13225.0,47.3,0,0,89.0,64,5,2,0,5.0,,2.0,,0,4,4,5,6,18,5,6,4,16,0.0,0,0,4,100.0,0.0,0,0,110194,77398,25100,85094,no
90404595,4900, 36 months, 13.99%,167.45,C,C3,Admin 3,6 years,MORTGAGE,45000.0,Source Verified,n,debt_consolidation,Debt consolidation,834xx,ID,11.36,0,Apr-2004,0,,84.0,13,1,2265,13.8%,25,w,,0,7784,1,1,0,1,22.0,5519,42.0,5,9,1113,26.0,16400,3,0,4,10,778,687.0,61.8,0,0,146.0,123,1,1,2,12.0,,4.0,,0,1,2,2,3,4,12,19,2,13,0.0,0,0,5,100.0,50.0,1,0,29593,7784,1800,13193,yes
90414574,18000, 60 months, 19.99%,476.79,D,D4,Recruiter,10+ years,MORTGAGE,83124.0,Source Verified,n,debt_consolidation,Debt consolidation,335xx,FL,20.7,0,Sep-2003,3,,66.0,11,1,8005,57.2%,21,w,,0,284790,2,5,2,4,5.0,67614,83.0,0,0,5731,76.0,14000,1,3,4,4,28479,1448.0,81.4,0,0,156.0,129,31,5,2,37.0,,5.0,,0,2,3,2,2,14,4,5,3,11,0.0,0,0,2,100.0,50.0,1,0,328247,75619,7800,76247,yes
90118615,10000, 36 months, 10.49%,324.98,B,B3,Senior Manager,6 years,MORTGAGE,165000.0,Source Verified,n,credit_card,Credit card refinancing,286xx,NC,13.03,0,Jan-1987,0,63.0,,13,0,26662,77.3%,27,w,63.0,0,113356,0,6,1,1,11.0,86694,94.0,0,3,9306,88.0,34500,0,2,0,4,9446,7338.0,78.4,0,0,135.0,249,14,11,4,14.0,69.0,,69.0,4,5,5,5,8,12,6,9,5,13,0.0,0,0,1,81.5,40.0,0,0,144066,113356,34000,109566,no
90166677,9125, 36 months, 23.99%,357.96,E,E2,tree cutter,< 1 year,RENT,30000.0,Source Verified,n,credit_card,Credit card refinancing,031xx,NH,34.68,0,Mar-2012,1,,,11,0,3091,15.2%,14,f,,0,24334,0,4,3,3,7.0,21243,87.0,3,4,2212,54.0,20400,2,0,3,7,2212,10498.0,19.2,0,0,48.0,54,9,7,0,9.0,,4.0,,0,3,4,5,6,4,7,10,4,11,0.0,0,0,6,100.0,20.0,0,0,44719,24334,13000,24319,yes
90406467,10000, 60 months, 15.59%,241.01,C,C5,RT,9 years,MORTGAGE,76000.0,Not Verified,n,debt_consolidation,Debt consolidation,920xx,CA,25.64,0,Aug-2002,2,,,10,0,19269,25.3%,37,w,,0,404947,1,1,1,1,1.0,115527,,1,4,5300,25.0,76300,1,5,3,6,40495,54662.0,21.3,0,0,126.0,169,11,1,4,15.0,,1.0,,0,3,4,5,15,7,8,26,4,10,0.0,0,0,2,100.0,0.0,0,0,470327,134796,69500,115527,yes
90280401,26600, 60 months, 16.99%,660.94,D,D1,Decision review officer,10+ years,MORTGAGE,101900.0,Not Verified,n,debt_consolidation,Debt consolidation,463xx,IN,31.35,0,Dec-2002,1,,,17,0,21329,32.6%,35,f,,0,318471,3,5,4,5,5.0,142813,95.0,0,3,13010,74.0,61500,1,1,4,8,18734,27077.0,63.5,0,0,148.0,165,13,5,2,15.0,,6.0,,0,5,7,7,9,18,11,15,7,17,0.0,0,0,4,100.0,14.3,0,0,379833,164142,47200,147371,yes
90251725,24000, 36 months, 25.29%,957.93,E,E5,Electrical Engineer,3 years,RENT,60000.0,Verified,n,credit_card,Credit card refinancing,171xx,PA,22.04,0,Jun-2008,2,44.0,,11,0,20087,42.5%,20,f,,0,57354,4,2,3,4,1.0,37267,89.0,3,6,7770,64.0,47300,0,6,6,10,5214,15813.0,56.0,0,0,89.0,99,1,1,0,1.0,,2.0,,0,4,4,6,6,7,9,13,4,11,0.0,0,0,6,94.7,16.7,0,0,89148,57354,35900,41848,yes
90087568,5000, 36 months, 14.49%,172.09,C,C4,Registered nurse,4 years,RENT,45000.0,Not Verified,n,debt_consolidation,Debt consolidation,840xx,UT,30.99,5,Jul-2007,0,15.0,,17,0,6403,35.8%,20,w,15.0,0,53553,0,7,0,2,13.0,47150,78.0,1,3,3860,69.0,17900,3,0,2,5,3150,6786.0,48.2,0,0,92.0,110,10,10,0,10.0,,1.0,,5,2,3,6,7,9,10,11,3,17,0.0,0,5,1,100.0,16.7,0,0,78060,53553,13100,60160,yes
90241920,21900, 60 months, 27.49%,675.16,F,F4,ASA,10+ years,MORTGAGE,57675.0,Verified,n,debt_consolidation,Debt consolidation,773xx,TX,23.14,0,Jan-2004,0,,,10,0,30888,76.6%,21,f,,0,190476,1,1,1,1,4.0,13440,89.0,0,4,4184,80.0,40300,3,4,5,6,19048,2239.0,80.0,0,0,98.0,152,17,4,1,18.0,,4.0,,0,3,7,4,9,6,8,14,7,10,0.0,0,0,1,100.0,75.0,0,0,206213,44328,11200,15120,no
89877936,21000, 36 months, 13.49%,712.54,C,C2,Project Manager,10+ years,MORTGAGE,165000.0,Not Verified,n,debt_consolidation,Debt consolidation,750xx,TX,17.44,1,Mar-2003,2,7.0,,13,0,14054,40.7%,52,w,,0,634431,1,3,1,2,4.0,135714,63.0,2,2,8176,63.0,34500,2,0,6,4,48802,3574.0,76.3,0,0,162.0,123,11,4,7,11.0,,0.0,,0,2,4,2,4,28,7,16,4,13,0.0,0,0,3,90.2,50.0,0,0,712381,170046,15100,146481,yes
90311899,24975, 60 months, 24.99%,732.91,E,E4,Operations Manager ,4 years,MORTGAGE,62480.0,Verified,n,credit_card,Credit card refinancing,933xx,CA,22.34,0,Dec-2001,1,,,20,0,22198,65.1%,47,w,,0,257675,3,8,0,4,14.0,49193,87.0,3,4,8888,79.0,34100,3,4,4,9,12884,8353.0,70.1,0,0,133.0,177,0,0,3,0.0,,1.0,,0,6,10,7,11,22,11,22,10,20,0.0,0,0,4,100.0,42.9,0,0,277308,71391,27900,56354,yes
90221615,16000, 36 months, 11.49%,527.55,B,B5,Mechanic,10+ years,MORTGAGE,62000.0,Source Verified,n,debt_consolidation,Debt consolidation,933xx,CA,0.93,0,Sep-2009,0,,,4,0,1868,28.7%,8,w,,0,145717,0,0,0,0,83.0,0,,0,1,1868,29.0,6500,0,0,1,1,36429,3432.0,35.2,0,0,83.0,81,19,19,3,19.0,,5.0,,0,1,1,2,2,1,3,3,1,4,0.0,0,0,0,100.0,50.0,0,0,162227,1868,5300,0,yes
89799115,16550, 36 months, 15.59%,578.51,C,C5,Sr Import Coordinator,10+ years,MORTGAGE,36000.0,Source Verified,n,major_purchase,Major purchase,381xx,TN,34.1,0,Apr-2005,0,29.0,,12,0,10618,57.4%,23,f,29.0,0,47595,0,2,0,2,15.0,17562,63.0,1,2,2836,61.0,18500,1,1,0,4,3966,2247.0,70.0,0,0,33.0,123,8,8,4,8.0,,13.0,,2,2,5,3,6,4,9,15,5,12,0.0,0,0,1,91.3,66.7,0,0,88906,28180,7500,27806,no
90195374,23000, 60 months, 24.99%,674.95,E,E4,Server ,10+ years,MORTGAGE,50000.0,Not Verified,n,debt_consolidation,Debt consolidation,372xx,TN,32.41,0,Oct-2003,0,,,12,0,22507,67.8%,20,f,,0,111476,0,2,0,1,21.0,24677,66.0,0,2,4562,67.0,33200,0,0,1,3,9290,6887.0,66.2,0,0,74.0,155,16,16,2,16.0,,1.0,,0,6,9,6,12,3,9,15,9,12,0.0,0,0,0,100.0,50.0,0,0,143981,47184,20400,37267,yes
90414196,5000, 36 months,  5.32%,150.58,A,A1,teacher,10+ years,MORTGAGE,94000.0,Not Verified,n,debt_consolidation,Debt consolidation,917xx,CA,10.2,0,Dec-1989,0,,,20,0,2781,6.1%,36,f,,0,371050,2,2,0,3,14.0,19690,32.0,2,7,243,21.0,45900,0,4,2,12,23191,23257.0,1.0,0,0,128.0,321,2,2,5,2.0,,6.0,,0,1,3,6,10,6,16,24,3,20,0.0,0,0,4,100.0,0.0,0,0,459444,22471,23500,61944,yes
90160938,20000, 36 months, 16.99%,712.96,D,D1,Flex Tech,10+ years,MORTGAGE,100000.0,Verified,n,home_improvement,Home improvement,606xx,IL,28.37,0,Dec-1998,4,,76.0,23,1,7055,12.1%,94,w,,0,142133,5,3,3,8,5.0,66130,39.0,3,10,2938,23.0,58300,17,10,22,19,6461,31853.0,13.9,0,0,158.0,213,4,4,2,6.0,,0.0,,0,4,5,9,31,32,19,59,5,22,0.0,0,0,7,97.4,0.0,1,0,220418,73185,37000,92118,yes
90221403,2400, 36 months, 17.99%,86.76,D,D2,Skilled Administrator,10+ years,RENT,55000.0,Source Verified,n,debt_consolidation,Debt consolidation,208xx,MD,21.79,0,Aug-1979,2,29.0,,13,0,28733,42.3%,28,f,69.0,0,36250,2,4,0,0,26.0,7517,48.0,3,5,5088,43.0,68000,0,0,2,5,2788,31807.0,34.1,0,0,251.0,445,0,0,0,15.0,29.0,0.0,29.0,1,5,8,5,13,7,9,21,9,13,0.0,0,0,3,92.9,80.0,0,0,83664,36250,48300,15664,yes
90006318,6000, 36 months, 17.99%,216.89,D,D2,Quality Engineer,10+ years,MORTGAGE,86000.0,Verified,n,major_purchase,Major purchase,660xx,KS,7.08,0,Nov-1995,1,48.0,,7,0,42287,98.1%,19,w,,0,178575,1,1,1,1,1.0,2000,100.0,1,2,11056,98.0,77300,1,0,1,3,29763,229.0,98.7,0,0,133.0,250,10,1,4,10.0,49.0,1.0,48.0,0,2,3,3,6,4,5,10,3,7,0.0,0,0,2,89.5,100.0,0,0,234100,44287,17200,2000,no
90231028,14400, 60 months, 10.99%,313.02,B,B4,Foreman,10+ years,MORTGAGE,55000.0,Not Verified,n,credit_card,Credit card refinancing,064xx,CT,13.88,0,Apr-2004,2,,,10,0,12047,37.3%,27,w,,0,212065,4,1,1,3,12.0,15899,88.0,4,4,7170,56.0,32300,1,0,4,8,23563,16553.0,42.1,0,0,130.0,112,4,1,3,4.0,,4.0,,0,3,3,5,11,7,7,16,3,10,0.0,0,0,6,100.0,50.0,0,0,234419,28115,28600,18000,yes
90241719,32000, 36 months, 23.99%,1255.29,E,E2,AVP,2 years,MORTGAGE,300000.0,Source Verified,n,debt_consolidation,Debt consolidation,750xx,TX,11.47,0,Sep-2005,0,,,14,0,146730,69.4%,21,f,,0,557558,4,3,4,6,3.0,40953,81.0,3,5,5401,76.0,171300,6,5,7,11,42889,1307.0,89.5,0,0,26.0,132,1,1,2,76.0,,1.0,,0,4,8,4,6,7,9,11,8,14,0.0,0,0,7,100.0,75.0,0,0,621311,187683,12400,50411,yes
90241286,15000, 60 months, 12.79%,339.69,C,C1,Technician,10+ years,MORTGAGE,116000.0,Not Verified,n,debt_consolidation,Debt consolidation,082xx,NJ,10.25,0,Aug-2004,0,,53.0,11,1,11452,37.5%,24,w,,0,402378,1,2,2,3,4.0,29043,82.0,1,5,4042,61.0,30500,2,3,3,10,50297,2608.0,73.9,0,0,145.0,134,9,4,3,22.0,,10.0,,0,2,3,2,8,8,8,13,3,10,0.0,0,0,5,100.0,0.0,1,0,433680,40495,10000,35432,yes
90402596,5000, 36 months, 23.99%,196.14,E,E2,HR,5 years,MORTGAGE,147460.0,Verified,n,debt_consolidation,Debt consolidation,294xx,SC,34.48,0,Jan-1997,0,,,17,0,72904,68.6%,40,f,,0,320805,2,7,4,8,3.0,106546,81.0,0,4,17567,78.0,91200,2,2,3,12,18871,571.0,97.7,0,0,146.0,236,13,3,3,23.0,,3.0,,0,4,9,4,6,23,9,14,9,17,0.0,0,0,4,100.0,100.0,0,0,375716,179450,25300,131169,yes
90321482,25000, 60 months, 24.49%,726.33,E,E3,Sales Manager,10+ years,MORTGAGE,200000.0,Source Verified,n,debt_consolidation,Debt consolidation,281xx,NC,13.09,0,Dec-2006,1,,,13,0,15650,63.1%,32,f,,0,507601,3,3,3,8,2.0,90593,55.0,0,2,367,59.0,24800,1,13,1,11,50760,7056.0,5.9,0,0,117.0,116,13,2,3,13.0,,0.0,,0,3,5,5,7,18,9,11,5,13,0.0,0,0,3,100.0,0.0,0,0,546445,106243,7500,104645,yes
90067493,15000, 36 months,  6.99%,463.09,A,A2,Men's Ministry Coordinator,3 years,MORTGAGE,69000.0,Source Verified,n,debt_consolidation,Debt consolidation,761xx,TX,5.34,0,Aug-1996,1,,,4,0,2087,22%,18,f,,0,119263,0,1,0,0,119.0,1754,12.0,1,1,1927,16.0,9500,0,2,1,1,29816,7413.0,22.0,0,0,140.0,241,10,10,1,10.0,,6.0,,0,2,2,2,13,3,2,14,2,4,0.0,0,0,1,100.0,0.0,0,0,168624,3841,9500,15000,yes
90120892,25000, 36 months, 23.99%,980.7,E,E2,Diplomatic Security Officer,3 years,MORTGAGE,62000.0,Source Verified,n,home_improvement,Home improvement,212xx,MD,17.59,0,Apr-1999,2,,,9,0,10600,31.6%,32,f,,0,318369,0,3,2,3,9.0,18917,65.0,0,6,0,47.0,33000,1,9,2,11,35374,,,0,0,203.0,209,18,9,2,,,2.0,,0,0,2,0,2,14,4,15,2,9,0.0,0,0,3,100.0,,0,0,361339,31140,0,29266,no
90077522,5050, 36 months, 14.49%,173.81,C,C4,Paraprofessional,2 years,MORTGAGE,30000.0,Not Verified,n,debt_consolidation,Debt consolidation,344xx,FL,21.36,1,Jun-2002,0,23.0,,9,0,10565,42.3%,25,w,23.0,0,227613,1,2,2,3,2.0,40570,101.0,0,2,2756,78.0,25000,0,0,0,5,25290,5946.0,38.1,0,0,171.0,144,18,2,5,24.0,,17.0,,1,2,5,2,9,7,5,13,5,9,0.0,0,1,2,96.0,0.0,0,0,248319,51135,9600,40381,yes
90124363,20000, 36 months,  9.49%,640.57,B,B2,Service Technician,2 years,MORTGAGE,50000.0,Verified,n,debt_consolidation,Debt consolidation,300xx,GA,21.0,0,Dec-2007,0,33.0,,9,0,13186,52.3%,17,w,,0,95259,0,2,0,1,24.0,5798,24.0,0,1,7858,39.0,25200,0,0,0,3,10584,6274.0,67.3,0,0,75.0,105,15,15,2,15.0,,,33.0,0,2,3,5,7,4,6,11,3,9,0.0,0,0,0,94.1,40.0,0,0,129116,18984,19200,23916,no
90211238,7200, 36 months, 11.49%,237.4,B,B5,Admin Clerk,10+ years,RENT,36000.0,Source Verified,n,debt_consolidation,Debt consolidation,923xx,CA,27.14,0,Mar-2002,0,,,9,0,8603,60.6%,24,w,,0,30428,2,2,2,3,5.0,21825,89.0,2,3,3103,79.0,14200,1,2,1,6,3804,2898.0,68.2,0,0,174.0,116,1,1,0,1.0,,1.0,,0,4,5,5,8,13,7,11,5,9,0.0,0,0,4,100.0,50.0,0,0,38669,30428,9100,24469,no
90329867,10000, 36 months,  8.99%,317.96,B,B1,,< 1 year,MORTGAGE,40000.0,Not Verified,n,debt_consolidation,Debt consolidation,700xx,LA,33.06,0,Dec-1994,0,,,15,0,16802,30.3%,19,w,,0,99005,1,1,1,1,1.0,25137,100.0,0,1,4416,52.0,55400,0,1,0,2,6600,18067.0,40.6,0,0,113.0,261,22,1,1,31.0,,22.0,,0,5,7,5,7,2,13,16,7,15,0.0,0,0,1,100.0,0.0,0,0,140741,41939,30400,25137,yes
90411075,32000, 36 months, 10.99%,1047.49,B,B4,Sr.software engineer,< 1 year,RENT,100000.0,Verified,n,debt_consolidation,Debt consolidation,662xx,KS,14.59,0,Jun-2011,1,,,22,0,30956,43.7%,33,f,,0,38277,0,1,0,0,30.0,7321,32.0,1,11,10367,41.0,70900,2,4,2,11,1914,33498.0,40.8,0,0,45.0,63,10,10,0,16.0,,3.0,,0,6,9,12,16,4,21,29,9,22,0.0,0,0,1,100.0,16.7,0,0,93825,38277,56600,22925,yes
90165320,15850, 36 months, 14.49%,545.5,C,C4,Real estate broker ,6 years,RENT,45000.0,Source Verified,n,debt_consolidation,Debt consolidation,923xx,CA,30.91,0,Jul-1999,1,50.0,62.0,16,1,25125,41.8%,45,w,50.0,0,217614,2,4,0,0,37.0,192489,74.0,3,4,8939,57.0,60100,0,0,2,4,13601,21981.0,51.0,0,0,140.0,206,4,4,1,4.0,,4.0,,1,6,10,8,14,23,12,21,10,16,0.0,0,0,3,97.7,50.0,1,0,247674,217614,44900,187574,yes
90271257,28000, 60 months, 22.39%,779.56,E,E1,train dispatcher,9 years,MORTGAGE,100000.0,Verified,n,debt_consolidation,Debt consolidation,762xx,TX,16.91,1,Feb-1993,0,21.0,,14,0,24485,62.1%,30,w,79.0,0,205455,0,5,0,1,18.0,23726,60.0,0,1,11300,61.0,39400,3,2,7,2,14675,14628.0,54.9,0,0,210.0,283,18,18,3,45.0,,2.0,21.0,3,4,7,5,9,11,8,16,7,14,0.0,0,0,0,86.7,60.0,0,0,261549,48211,32400,39518,yes
90407703,23950, 36 months, 24.49%,945.8,E,E3,RN,8 years,RENT,72000.0,Verified,n,debt_consolidation,Debt consolidation,770xx,TX,17.2,0,Apr-1992,0,,,8,0,14028,84%,16,f,,0,34236,0,2,0,1,21.0,20208,69.0,1,3,3914,75.0,16700,1,0,1,4,4280,204.0,97.3,0,0,293.0,118,7,7,0,21.0,,7.0,,0,3,6,3,5,8,6,8,6,8,0.0,0,0,1,100.0,100.0,0,0,45874,34236,7500,29174,yes
90256784,40000, 36 months, 12.79%,1343.72,C,C1,Recruiter,10+ years,RENT,98000.0,Verified,n,debt_consolidation,Debt consolidation,770xx,TX,20.08,1,Aug-1994,0,19.0,,9,0,16371,38.3%,19,w,19.0,0,59539,0,2,1,2,12.0,43168,72.0,0,1,11126,49.0,42800,1,5,0,3,6615,74.0,99.3,0,0,163.0,265,22,12,2,195.0,,21.0,,1,1,3,1,3,6,7,11,3,9,0.0,0,1,1,94.7,100.0,0,0,101999,59539,11200,59199,yes
90409987,10000, 36 months, 16.99%,356.48,D,D1,Assistant Professor,2 years,RENT,75000.0,Source Verified,n,other,Other,777xx,TX,12.31,0,Mar-2006,0,32.0,,10,0,6658,79.3%,19,w,76.0,0,16702,1,2,1,2,9.0,10044,44.0,3,4,2098,53.0,8400,0,2,1,6,1670,1543.0,77.6,0,0,106.0,126,6,6,0,6.0,76.0,11.0,32.0,1,7,8,7,11,4,8,15,8,10,0.0,0,0,4,88.2,71.4,0,0,31342,16702,6900,22942,yes
90394971,7800, 36 months,  8.99%,248.01,B,B1,Division Operations Manager,7 years,MORTGAGE,70000.0,Verified,n,debt_consolidation,Debt consolidation,244xx,VA,20.01,1,Sep-2005,0,22.0,,9,0,8231,57.2%,42,f,,0,170476,1,3,1,5,3.0,41725,93.0,0,0,2965,69.0,14400,2,10,2,5,18942,139.0,97.8,0,0,132.0,118,28,3,2,30.0,,2.0,,1,3,4,3,8,23,5,16,4,9,0.0,0,0,1,95.1,100.0,0,0,203312,49956,6400,54889,yes
90087246,12000, 60 months, 13.49%,276.06,C,C2,Safety cordinator,10+ years,RENT,48000.0,Source Verified,n,debt_consolidation,Debt consolidation,945xx,CA,13.98,0,Feb-2004,0,77.0,,4,0,4811,29.9%,13,w,77.0,0,74267,0,1,0,0,72.0,69456,,0,0,2539,30.0,16100,0,1,0,0,18567,7600.0,37.2,0,0,151.0,149,36,36,2,119.0,,17.0,77.0,1,2,3,2,3,4,3,7,3,4,0.0,0,0,0,92.3,0.0,0,0,70767,74267,12100,54667,yes
90410830,11000, 36 months, 13.49%,373.24,C,C2,Senior Collections Lead,3 years,MORTGAGE,61025.0,Source Verified,n,debt_consolidation,Debt consolidation,300xx,GA,18.49,0,Aug-2004,1,34.0,77.0,10,1,7020,49.4%,42,w,35.0,0,203219,3,4,3,6,3.0,34616,64.0,1,3,4278,61.0,14200,2,13,3,12,20322,3941.0,52.5,0,0,135.0,133,4,3,6,17.0,70.0,4.0,43.0,4,2,3,2,4,18,5,18,3,10,0.0,0,0,6,82.9,50.0,0,1,233076,41636,8300,54550,yes
90409541,1000, 36 months, 10.99%,32.74,B,B4,Registered Nurse,9 years,OWN,60000.0,Verified,n,medical,Medical expenses,606xx,IL,29.88,0,Apr-2002,3,41.0,,18,0,5362,49.2%,45,w,,0,193472,2,9,2,6,4.0,42316,67.0,2,2,3219,64.0,10900,9,11,5,8,10748,2600.0,65.3,0,0,152.0,173,3,3,2,7.0,,3.0,,0,4,5,5,8,31,7,12,5,18,0.0,0,0,4,97.7,60.0,0,0,239233,47678,7500,63433,yes
